method,mode,edit,first_prefix,last_prefix,stratum,role_stable,metric,retention_eligible,first,last,change
W1,RC,108,8,16,source_style_confirmation,True,fpr,True,,,
W1,RC,108,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,RC,108,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,source_style_confirmation,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,source_style_confirmation,True,base_correct_damage,True,,,
W01,RC,108,8,16,source_style_confirmation,True,fpr,True,,,
W01,RC,108,8,16,source_style_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,RC,108,8,16,source_style_confirmation,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W0,RC,108,8,16,cross_family_confirmation,True,fpr,True,,,
W0,RC,108,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W0,RC,108,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W1,RC,108,8,16,cross_family_confirmation,True,fpr,True,,,
W1,RC,108,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,RC,108,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W01,RC,108,8,16,cross_family_confirmation,True,fpr,True,,,
W01,RC,108,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,RC,108,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W0,RC,108,8,16,cross_family_confirmation,True,fpr,True,,,
W0,RC,108,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W0,RC,108,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W1,RC,108,8,16,cross_family_confirmation,True,fpr,True,,,
W1,RC,108,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W1,RC,108,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,cross_family_confirmation,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,cross_family_confirmation,True,base_correct_damage,True,,,
W01,RC,108,8,16,cross_family_confirmation,True,fpr,True,,,
W01,RC,108,8,16,cross_family_confirmation,True,other_expert_correct,True,0.0,0.0,0.0
W01,RC,108,8,16,cross_family_confirmation,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,H,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,H,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,H,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,H,True,other_expert_correct,True,,,
W0,RC,108,8,16,H,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,H,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,H,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,H,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,H,True,other_expert_correct,True,,,
W1,RC,108,8,16,H,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,H,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,H,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,H,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,H,True,other_expert_correct,True,,,
W01,RC,108,8,16,H,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,H,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,H,True,base_correct_damage,True,,,
W0,RC,108,8,16,H,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,H,True,other_expert_correct,True,,,
W0,RC,108,8,16,H,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,H,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,H,True,base_correct_damage,True,,,
W1,RC,108,8,16,H,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,H,True,other_expert_correct,True,,,
W1,RC,108,8,16,H,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,H,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,H,True,base_correct_damage,True,,,
W01,RC,108,8,16,H,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,H,True,other_expert_correct,True,,,
W01,RC,108,8,16,H,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,,,
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,,,
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,,,
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,,,
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,,,
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,,,
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,,,
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,,,
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,,,
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,1.0,1.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,,,
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,,,
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,,,
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,,,
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,,,
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,,,
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,base_correct_damage,True,,,
W0,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W0,RC,108,8,16,U,True,other_expert_correct,True,,,
W0,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W1,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,base_correct_damage,True,,,
W1,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W1,RC,108,8,16,U,True,other_expert_correct,True,,,
W1,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W01,RC,108,8,16,U,True,semantic,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,base_correct_damage,True,,,
W01,RC,108,8,16,U,True,fpr,True,0.0,0.0,0.0
W01,RC,108,8,16,U,True,other_expert_correct,True,,,
W01,RC,108,8,16,U,True,wrong_given_on_base_correct,True,,,
W0,RC,109,16,16,T0,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,T0,True,base_correct_damage,False,,,
W0,RC,109,16,16,T0,True,fpr,False,,,
W0,RC,109,16,16,T0,True,other_expert_correct,False,0.0,0.0,0.0
W0,RC,109,16,16,T0,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,T0,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,T0,True,base_correct_damage,False,,,
W1,RC,109,16,16,T0,True,fpr,False,,,
W1,RC,109,16,16,T0,True,other_expert_correct,False,0.0,0.0,0.0
W1,RC,109,16,16,T0,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,T0,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,T0,True,base_correct_damage,False,,,
W01,RC,109,16,16,T0,True,fpr,False,,,
W01,RC,109,16,16,T0,True,other_expert_correct,False,0.0,0.0,0.0
W01,RC,109,16,16,T0,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,source_style_confirmation,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,source_style_confirmation,True,base_correct_damage,False,,,
W0,RC,109,16,16,source_style_confirmation,True,fpr,False,,,
W0,RC,109,16,16,source_style_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W0,RC,109,16,16,source_style_confirmation,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,source_style_confirmation,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,source_style_confirmation,True,base_correct_damage,False,,,
W1,RC,109,16,16,source_style_confirmation,True,fpr,False,,,
W1,RC,109,16,16,source_style_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W1,RC,109,16,16,source_style_confirmation,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,source_style_confirmation,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,source_style_confirmation,True,base_correct_damage,False,,,
W01,RC,109,16,16,source_style_confirmation,True,fpr,False,,,
W01,RC,109,16,16,source_style_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W01,RC,109,16,16,source_style_confirmation,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,source_style_confirmation,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,source_style_confirmation,True,base_correct_damage,False,,,
W0,RC,109,16,16,source_style_confirmation,True,fpr,False,,,
W0,RC,109,16,16,source_style_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W0,RC,109,16,16,source_style_confirmation,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,source_style_confirmation,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,source_style_confirmation,True,base_correct_damage,False,,,
W1,RC,109,16,16,source_style_confirmation,True,fpr,False,,,
W1,RC,109,16,16,source_style_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W1,RC,109,16,16,source_style_confirmation,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,source_style_confirmation,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,source_style_confirmation,True,base_correct_damage,False,,,
W01,RC,109,16,16,source_style_confirmation,True,fpr,False,,,
W01,RC,109,16,16,source_style_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W01,RC,109,16,16,source_style_confirmation,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,cross_family_confirmation,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,cross_family_confirmation,True,base_correct_damage,False,,,
W0,RC,109,16,16,cross_family_confirmation,True,fpr,False,,,
W0,RC,109,16,16,cross_family_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W0,RC,109,16,16,cross_family_confirmation,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,cross_family_confirmation,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,cross_family_confirmation,True,base_correct_damage,False,,,
W1,RC,109,16,16,cross_family_confirmation,True,fpr,False,,,
W1,RC,109,16,16,cross_family_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W1,RC,109,16,16,cross_family_confirmation,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,cross_family_confirmation,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,cross_family_confirmation,True,base_correct_damage,False,,,
W01,RC,109,16,16,cross_family_confirmation,True,fpr,False,,,
W01,RC,109,16,16,cross_family_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W01,RC,109,16,16,cross_family_confirmation,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,cross_family_confirmation,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,cross_family_confirmation,True,base_correct_damage,False,,,
W0,RC,109,16,16,cross_family_confirmation,True,fpr,False,,,
W0,RC,109,16,16,cross_family_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W0,RC,109,16,16,cross_family_confirmation,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,cross_family_confirmation,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,cross_family_confirmation,True,base_correct_damage,False,,,
W1,RC,109,16,16,cross_family_confirmation,True,fpr,False,,,
W1,RC,109,16,16,cross_family_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W1,RC,109,16,16,cross_family_confirmation,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,cross_family_confirmation,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,cross_family_confirmation,True,base_correct_damage,False,,,
W01,RC,109,16,16,cross_family_confirmation,True,fpr,False,,,
W01,RC,109,16,16,cross_family_confirmation,True,other_expert_correct,False,0.0,0.0,0.0
W01,RC,109,16,16,cross_family_confirmation,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,H,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,H,True,base_correct_damage,False,0.0,0.0,0.0
W0,RC,109,16,16,H,True,fpr,False,0.0,0.0,0.0
W0,RC,109,16,16,H,True,other_expert_correct,False,,,
W0,RC,109,16,16,H,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,H,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,H,True,base_correct_damage,False,0.0,0.0,0.0
W1,RC,109,16,16,H,True,fpr,False,0.0,0.0,0.0
W1,RC,109,16,16,H,True,other_expert_correct,False,,,
W1,RC,109,16,16,H,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,H,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,H,True,base_correct_damage,False,0.0,0.0,0.0
W01,RC,109,16,16,H,True,fpr,False,0.0,0.0,0.0
W01,RC,109,16,16,H,True,other_expert_correct,False,,,
W01,RC,109,16,16,H,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,U,True,semantic,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,base_correct_damage,False,,,
W0,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,other_expert_correct,False,,,
W0,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,U,True,semantic,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,base_correct_damage,False,,,
W1,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,other_expert_correct,False,,,
W1,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,U,True,semantic,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,base_correct_damage,False,,,
W01,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,other_expert_correct,False,,,
W01,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,U,True,semantic,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,base_correct_damage,False,,,
W0,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,other_expert_correct,False,,,
W0,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,U,True,semantic,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,base_correct_damage,False,,,
W1,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,other_expert_correct,False,,,
W1,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,U,True,semantic,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,base_correct_damage,False,,,
W01,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,other_expert_correct,False,,,
W01,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,other_expert_correct,False,,,
W0,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,other_expert_correct,False,,,
W1,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,other_expert_correct,False,,,
W01,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,other_expert_correct,False,,,
W0,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W1,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W1,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W1,RC,109,16,16,U,True,other_expert_correct,False,,,
W1,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W01,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W01,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W01,RC,109,16,16,U,True,other_expert_correct,False,,,
W01,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
W0,RC,109,16,16,U,True,semantic,False,1.0,1.0,0.0
W0,RC,109,16,16,U,True,base_correct_damage,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,fpr,False,0.0,0.0,0.0
W0,RC,109,16,16,U,True,other_expert_correct,False,,,
W0,RC,109,16,16,U,True,wrong_given_on_base_correct,False,,,
